п/п;Бригада;Дата;Код;sample;Участок;Тип;ПР;ПК;H;D0;D1;D2;D3;D4;D5;L1;L2;L3;L4;Примечания;Крат_ПР;Крат_ПК;Дубль
4342;Гришукин И. В.;07.24.2021;0640-1040;DG66-0640-1040;DG;66;0640;1040;0,4;B;4;7;2;1;2;3;5;1;0;;;;
4343;Гришукин И. В.;07.24.2021;0660-1040;DG66-0660-1040;DG;66;0660;1040;0,4;B;4;7;2;1;2;3;5;1;0;;;;
4344;Гришукин И. В.;07.25.2021;0160-1080K;DG06-0160-1080K;DG;06;0160;1080;0,4;B;4;7;2;2;2;3;5;1;0;(+Контрольная);;;
4345;Гришукин И. В.;07.25.2021;0160-1080;DG06-0160-1080;DG;06;0160;1080;0,4;B;4;7;2;2;2;3;5;1;0;;;;
4346;Гришукин И. В.;07.25.2021;0140-1080;DG06-0140-1080;DG;06;0140;1080;0,4;B;4;7;2;2;2;3;5;1;0;;;;
4347;Гришукин И. В.;07.25.2021;0140-1060;DG06-0140-1060;DG;06;0140;1060;0,4;B;4;7;2;2;2;3;5;1;0;;;;
4348;Гришукин И. В.;07.25.2021;0160-1060K;DG06-0160-1060K;DG;06;0160;1060;0,4;B;4;7;2;2;2;3;5;1;0;(+Контрольная);;;
4349;Гришукин И. В.;07.25.2021;0160-1060;DG06-0160-1060;DG;06;0160;1060;0,4;B;4;7;2;2;2;3;5;1;0;;;;
4350;Гришукин И. В.;07.25.2021;0160-1040;DG06-0160-1040;DG;06;0160;1040;0,4;B;4;7;2;2;2;3;5;1;0;;;;
4351;Гришукин И. В.;07.25.2021;0140-1040;DG06-0140-1040;DG;06;0140;1040;0,4;B;4;7;2;2;2;3;5;1;0;;;;
4352;Гришукин И. В.;07.25.2021;0140-1020K;DG06-0140-1020K;DG;06;0140;1020;0,4;B;4;7;2;2;2;3;5;1;0;(+Контрольная);;;
4353;Гришукин И. В.;07.25.2021;0140-1020;DG06-0140-1020;DG;06;0140;1020;0,4;B;4;7;2;2;2;3;5;1;0;;;;
4354;Гришукин И. В.;07.25.2021;0160-1020;DG06-0160-1020;DG;06;0160;1020;0,4;B;4;7;2;2;2;3;5;1;0;;;;
4355;Гришукин И. В.;07.25.2021;0160-1000;DG06-0160-1000;DG;06;0160;1000;0,4;B;4;7;2;2;2;3;5;1;0;;;;
4356;Гришукин И. В.;07.25.2021;0140-1000K;DG06-0140-1000K;DG;06;0140;1000;0,4;B;4;5;2;2;2;3;5;1;0;(+Контрольная);;;
4357;Гришукин И. В.;07.25.2021;0140-1000;DG06-0140-1000;DG;06;0140;1000;0,4;B;4;5;2;2;2;3;4;1;0;;;;
4358;Гришукин И. В.;07.25.2021;0140-0980;DG06-0140-0980;DG;06;0140;0980;0,4;B;4;5;2;2;2;3;4;1;0;;;;
4359;Гришукин И. В.;07.25.2021;0160-0980;DG06-0160-0980;DG;06;0160;0980;0,4;B;4;7;2;2;2;3;5;1;0;;;;
4360;Гришукин И. В.;07.25.2021;0160-0960K;DG06-0160-0960K;DG;06;0160;0960;0,4;B;4;7;2;2;2;3;5;1;0;(+Контрольная);;;
4361;Гришукин И. В.;07.25.2021;0160-0960;DG06-0160-0960;DG;06;0160;0960;0,4;B;4;7;2;2;2;3;5;1;0;;;;
4362;Гришукин И. В.;07.25.2021;0140-0960;DG06-0140-0960;DG;06;0140;0960;0,4;B;4;7;2;2;2;3;5;1;0;;;;
4363;Гришукин И. В.;07.25.2021;0140-0940;DG06-0140-0940;DG;06;0140;0940;0,4;B;4;7;2;2;2;3;5;1;0;;;;
4364;Гришукин И. В.;07.25.2021;0160-0940;DG06-0160-0940;DG;06;0160;0940;0,4;B;4;7;2;2;2;3;5;1;0;;;;
4365;Гришукин И. В.;07.25.2021;0160-0940K;DG06-0160-0940K;DG;06;0160;0940;0,4;B;4;7;2;2;2;3;5;1;0;(+Контрольная);;;
4366;Гришукин И. В.;07.25.2021;0160-0920;DG06-0160-0920;DG;06;0160;0920;0,4;B;4;7;2;2;2;3;5;1;0;;;;
4367;Гришукин И. В.;07.25.2021;0140-0920;DG06-0140-0920;DG;06;0140;0920;0,4;B;4;7;2;2;2;3;5;1;0;;;;
4368;Гришукин И. В.;07.25.2021;0140-0900;DG06-0140-0900;DG;06;0140;0900;0,4;B;4;7;2;2;2;3;5;1;0;;;;
4369;Гришукин И. В.;07.25.2021;0140-0900K;DG06-0140-0900K;DG;06;0140;0900;0,4;B;4;7;2;2;2;3;5;1;0;(+Контрольная);;;
4370;Гришукин И. В.;07.25.2021;0160-0900;DG06-0160-0900;DG;06;0160;0900;0,4;B;4;7;2;2;2;3;4;1;0;;;;
4371;Гришукин И. В.;07.25.2021;0160-0880;DG06-0160-0880;DG;06;0160;0880;0,4;B;4;7;2;2;2;3;4;1;0;;;;
4372;Гришукин И. В.;07.25.2021;0160-0860K;DG06-0160-0860K;DG;06;0160;0860;0,4;B;4;7;2;2;2;3;4;1;0;(+Контрольная);;;
4373;Гришукин И. В.;07.25.2021;0160-0860;DG06-0160-0860;DG;06;0160;0860;0,4;B;4;7;2;2;2;3;4;1;0;;;;
4374;Гришукин И. В.;07.25.2021;0140-0860K;DG06-0140-0860K;DG;06;0140;0860;0,4;B;4;7;2;2;2;3;4;1;0;(+Контрольная);;;
4375;Гришукин И. В.;07.25.2021;0140-0860;DG06-0140-0860;DG;06;0140;0860;0,4;B;4;7;2;2;2;3;4;1;0;;;;
4376;Гришукин И. В.;07.25.2021;0140-0880K;DG06-0140-0880K;DG;06;0140;0880;0,4;B;4;7;2;2;2;3;4;1;0;(+Контрольная);;;
4377;Гришукин И. В.;07.25.2021;0140-0880;DG06-0140-0880;DG;06;0140;0880;0,4;B;4;7;2;2;2;3;4;1;0;;;;
4378;Гришукин И. В.;07.25.2021;0120-0960;DG06-0120-0960;DG;06;0120;0960;0,4;B;4;7;2;2;2;3;4;1;0;;;;
4379;Гришукин И. В.;07.25.2021;0120-0960K;DG06-0120-0960K;DG;06;0120;0960;0,4;B;4;7;2;2;2;3;4;1;0;(+Контрольная);;;
4380;Гришукин И. В.;07.25.2021;0120-0980;DG06-0120-0980;DG;06;0120;0980;0,4;B;4;7;2;2;2;3;5;1;0;;;;
4381;Гришукин И. В.;07.25.2021;0120-1000;DG06-0120-1000;DG;06;0120;1000;0,4;B;4;7;2;2;2;3;5;1;0;;;;
4382;Гришукин И. В.;07.25.2021;0120-1020;DG06-0120-1020;DG;06;0120;1020;0,4;B;4;7;2;2;2;3;5;1;0;;;;
4383;Гришукин И. В.;07.25.2021;0120-1020K;DG06-0120-1020K;DG;06;0120;1020;0,4;B;4;7;2;2;2;3;5;1;0;(+Контрольная);;;
4384;Гришукин И. В.;07.25.2021;0120-1040;DG06-0120-1040;DG;06;0120;1040;0,4;B;4;7;2;2;2;3;5;1;0;;;;
4385;Гришукин И. В.;07.25.2021;0120-1060;DG06-0120-1060;DG;06;0120;1060;0,4;B;4;7;2;2;2;3;5;1;0;;;;
4386;Гришукин И. В.;07.25.2021;0120-1080K;DG06-0120-1080K;DG;06;0120;1080;0,4;B;4;7;2;2;2;3;5;1;0;(+Контрольная);;;
4387;Гришукин И. В.;07.25.2021;0120-1080;DG06-0120-1080;DG;06;0120;1080;0,4;B;4;7;2;2;2;3;5;1;0;;;;
4388;Гришукин И. В.;07.25.2021;0080-1080K;DG06-0080-1080K;DG;06;0080;1080;0,4;B;4;7;2;2;2;3;5;1;0;(+Контрольная);;;
4389;Гришукин И. В.;07.25.2021;0080-1080;DG06-0080-1080;DG;06;0080;1080;0,4;B;4;7;2;2;2;3;5;1;0;;;;
4390;Гришукин И. В.;07.25.2021;0080-1060;DG06-0080-1060;DG;06;0080;1060;0,4;B;4;7;2;2;2;3;5;1;0;;;;
4391;Гришукин И. В.;07.25.2021;0080-1040;DG06-0080-1040;DG;06;0080;1040;0,4;B;4;7;2;2;2;3;5;1;0;;;;
4392;Гришукин И. В.;07.25.2021;0080-1020;DG06-0080-1020;DG;06;0080;1020;0,4;B;4;7;2;2;2;3;5;1;0;;;;
4393;Гришукин И. В.;07.25.2021;0080-1020K;DG06-0080-1020K;DG;06;0080;1020;0,4;B;4;7;2;2;2;3;5;1;0;(+Контрольная);;;
4394;Гришукин И. В.;07.25.2021;0080-1000;DG06-0080-1000;DG;06;0080;1000;0,4;B;4;7;2;2;2;3;5;1;0;;;;
4395;Гришукин И. В.;07.25.2021;0080-0980;DG06-0080-0980;DG;06;0080;0980;0,4;B;4;7;2;2;2;3;5;1;0;;;;
4396;Гришукин И. В.;07.25.2021;0080-0960K;DG06-0080-0960K;DG;06;0080;0960;0,4;B;4;7;2;2;2;3;5;1;0;(+Контрольная);;;
4397;Гришукин И. В.;07.25.2021;0080-0960;DG06-0080-0960;DG;06;0080;0960;0,4;B;4;7;2;2;2;3;5;1;0;;;;
4398;Гришукин И. В.;07.25.2021;0100-0960K;DG06-0100-0960K;DG;06;0100;0960;0,4;B;4;7;2;2;2;3;5;1;0;(+Контрольная);;;
4399;Гришукин И. В.;07.25.2021;0100-0960;DG06-0100-0960;DG;06;0100;0960;0,4;B;4;7;2;2;2;3;5;1;0;;;;
4400;Гришукин И. В.;07.25.2021;0100-0980;DG06-0100-0980;DG;06;0100;0980;0,4;B;4;7;2;2;2;3;5;1;0;;;;
4401;Гришукин И. В.;07.25.2021;0100-1000;DG06-0100-1000;DG;06;0100;1000;0,4;B;4;7;2;2;2;3;5;1;0;;;;
4402;Гришукин И. В.;07.25.2021;0100-1020K;DG06-0100-1020K;DG;06;0100;1020;0,4;B;4;7;2;2;2;3;5;1;0;(+Контрольная);;;
4403;Гришукин И. В.;07.25.2021;0100-1020;DG06-0100-1020;DG;06;0100;1020;0,4;B;4;7;2;2;2;3;5;1;0;;;;
4404;Гришукин И. В.;07.25.2021;0100-1040;DG06-0100-1040;DG;06;0100;1040;0,4;B;4;7;2;2;2;3;5;1;0;;;;
4405;Гришукин И. В.;07.25.2021;0100-1060;DG06-0100-1060;DG;06;0100;1060;0,4;B;4;7;2;2;2;3;5;1;0;;;;
4406;Гришукин И. В.;07.25.2021;0100-1080K;DG06-0100-1080K;DG;06;0100;1080;0,4;B;4;7;2;2;2;3;5;1;0;(+Контрольная);;;
4407;Гришукин И. В.;07.25.2021;0100-1080;DG06-0100-1080;DG;06;0100;1080;0,4;B;4;7;2;2;2;3;5;1;0;;;;
4408;Гришукин И. В.;07.26.2021;0300-1060;DG66-0300-1060;DG;66;0300;1060;0,4;B;4;7;2;1;2;3;5;1;0;;;;
4409;Гришукин И. В.;07.26.2021;0300-1040;DG66-0300-1040;DG;66;0300;1040;0,4;B;4;7;2;1;2;3;5;1;0;;;;
4410;Гришукин И. В.;07.26.2021;0300-1020;DG66-0300-1020;DG;66;0300;1020;0,4;B;4;7;2;1;2;3;5;1;0;;;;
4411;Гришукин И. В.;07.26.2021;0300-1000;DG66-0300-1000;DG;66;0300;1000;0,4;B;4;7;2;1;2;3;5;1;0;;;;
4412;Гришукин И. В.;07.26.2021;0300-0980;DG66-0300-0980;DG;66;0300;0980;0,4;B;4;7;2;1;2;3;5;1;0;;;;
4413;Гришукин И. В.;07.26.2021;0300-0960;DG66-0300-0960;DG;66;0300;0960;0,4;B;4;7;2;1;2;3;5;1;0;;;;
4414;Гришукин И. В.;07.26.2021;0320-0960;DG66-0320-0960;DG;66;0320;0960;0,4;B;4;7;2;1;2;3;5;1;0;;;;
4415;Гришукин И. В.;07.26.2021;0320-0940;DG06-0320-0940;DG;06;0320;0940;0,4;B;5;5;2;4;2;4;5;1;0;;;;
4416;Гришукин И. В.;07.26.2021;0320-0940K;DG06-0320-0940K;DG;06;0320;0940;0,4;B;5;5;2;4;2;4;5;1;0;(+Контрольная);;;
4417;Гришукин И. В.;07.26.2021;0300-0940;DG06-0300-0940;DG;06;0300;0940;0,4;B;5;5;2;4;2;4;5;1;0;;;;
4418;Гришукин И. В.;07.26.2021;0300-0920;DG06-0300-0920;DG;06;0300;0920;0,4;B;5;5;2;4;2;4;5;1;0;;;;
4419;Гришукин И. В.;07.26.2021;0300-0920K;DG06-0300-0920K;DG;06;0300;0920;0,4;B;5;5;2;4;2;4;5;1;0;(+Контрольная);;;
4420;Гришукин И. В.;07.26.2021;0320-0920;DG06-0320-0920;DG;06;0320;0920;0,4;B;5;5;2;4;2;4;4;1;0;;;;
4421;Гришукин И. В.;07.26.2021;0320-0900K;DG06-0320-0900K;DG;06;0320;0900;0,4;B;5;5;2;4;2;4;4;1;0;(+Контрольная);;;
4422;Гришукин И. В.;07.26.2021;0320-0900;DG06-0320-0900;DG;06;0320;0900;0,4;B;5;5;2;4;2;4;4;1;0;;;;
4423;Гришукин И. В.;07.26.2021;0300-0900;DG06-0300-0900;DG;06;0300;0900;0,4;B;5;5;2;4;2;4;4;1;0;;;;
4424;Гришукин И. В.;07.26.2021;0300-0880K;DG06-0300-0880K;DG;06;0300;0880;0,4;B;5;5;2;4;2;4;4;1;0;(+Контрольная);;;
4425;Гришукин И. В.;07.26.2021;0300-0880;DG06-0300-0880;DG;06;0300;0880;0,4;B;5;5;2;4;2;4;4;1;0;;;;
4426;Гришукин И. В.;07.26.2021;0320-0880;DG06-0320-0880;DG;06;0320;0880;0,4;B;5;5;2;4;2;3;5;1;0;;;;
4427;Гришукин И. В.;07.26.2021;0320-0860;DG06-0320-0860;DG;06;0320;0860;0,4;B;4;7;2;1;2;3;5;1;0;;;;
4428;Гришукин И. В.;07.26.2021;0300-0860K;DG66-0300-0860K;DG;66;0300;0860;0,4;B;4;7;2;1;2;3;5;1;0;(+Контрольная);;;
4429;Гришукин И. В.;07.26.2021;0300-0860;DG06-0300-0860;DG;06;0300;0860;0,4;B;4;7;2;1;2;3;5;1;0;;;;
4430;Гришукин И. В.;07.26.2021;0300-0840;DG06-0300-0840;DG;06;0300;0840;0,4;B;4;7;2;1;2;3;5;1;0;;;;
4431;Гришукин И. В.;07.26.2021;0320-0840;DG66-0320-0840;DG;66;0320;0840;0,4;B;4;7;2;1;2;3;5;1;0;;;;
4432;Гришукин И. В.;07.26.2021;0320-0820;DG66-0320-0820;DG;66;0320;0820;0,4;B;4;7;2;1;2;3;5;1;0;;;;
4433;Гришукин И. В.;07.26.2021;0300-0820;DG66-0300-0820;DG;66;0300;0820;0,4;B;4;7;2;1;2;3;5;1;0;;;;
4434;Гришукин И. В.;07.26.2021;0300-0800;DG66-0300-0800;DG;66;0300;0800;0,4;B;4;7;2;1;2;3;5;1;0;;;;
4435;Гришукин И. В.;07.26.2021;0320-0800;DG66-0320-0800;DG;66;0320;0800;0,4;B;4;7;2;1;2;3;5;1;0;;;;
4436;Гришукин И. В.;07.26.2021;0320-0780;DG66-0320-0780;DG;66;0320;0780;0,4;B;4;7;2;1;2;3;5;1;0;;;;
4437;Гришукин И. В.;07.26.2021;0300-0780;DG66-0300-0780;DG;66;0300;0780;0,4;B;4;7;2;1;2;3;5;1;0;;;;
4438;Гришукин И. В.;07.26.2021;0300-0760;DG66-0300-0760;DG;66;0300;0760;0,4;B;4;7;2;1;2;3;5;1;0;;;;
4439;Гришукин И. В.;07.26.2021;0320-0760;DG66-0320-0760;DG;66;0320;0760;0,4;B;4;7;2;1;2;3;5;1;0;;;;
4440;Гришукин И. В.;07.26.2021;0340-0780;DG66-0340-0780;DG;66;0340;0780;0,4;B;4;7;2;1;2;3;5;1;0;;;;
4441;Гришукин И. В.;07.26.2021;0340-0800;DG66-0340-0800;DG;66;0340;0800;0,4;B;4;7;2;1;2;3;5;1;0;;;;
4442;Гришукин И. В.;07.26.2021;0340-0820;DG66-0340-0820;DG;66;0340;0820;0,4;B;4;7;2;1;2;3;5;1;0;;;;
4443;Гришукин И. В.;07.26.2021;0340-0840;DG66-0340-0840;DG;66;0340;0840;0,4;B;4;7;2;1;2;3;5;1;0;;;;
4444;Гришукин И. В.;07.26.2021;0360-0840;DG66-0360-0840;DG;66;0360;0840;0,4;B;4;7;2;1;2;3;5;1;0;;;;
4445;Гришукин И. В.;07.26.2021;0360-0860;DG66-0360-0860;DG;66;0360;0860;0,4;B;4;7;2;1;2;3;5;1;0;;;;
4446;Гришукин И. В.;07.26.2021;0340-0860;DG66-0340-0860;DG;66;0340;0860;0,4;B;4;7;2;1;2;3;5;1;0;;;;
4447;Гришукин И. В.;07.26.2021;0380-0880;DG66-0380-0880;DG;66;0380;0880;0,4;B;4;7;2;1;2;3;5;1;0;;;;
4448;Гришукин И. В.;07.26.2021;0360-0880;DG66-0360-0880;DG;66;0360;0880;0,4;B;4;7;2;1;2;3;5;1;0;;;;
4449;Гришукин И. В.;07.26.2021;0340-0880;DG66-0340-0880;DG;66;0340;0880;0,4;B;4;7;2;1;2;3;5;1;0;;;;
4450;Гришукин И. В.;07.26.2021;0320-0980;DG66-0320-0980;DG;66;0320;0980;0,4;B;4;7;2;1;2;3;5;1;0;;;;
4451;Гришукин И. В.;07.26.2021;0320-1000;DG66-0320-1000;DG;66;0320;1000;0,4;B;4;7;2;1;2;3;5;1;0;;;;
4452;Гришукин И. В.;07.26.2021;0320-1020;DG66-0320-1020;DG;66;0320;1020;0,4;B;4;7;2;1;2;3;5;1;0;;;;
4453;Гришукин И. В.;07.26.2021;0320-1040;DG66-0320-1040;DG;66;0320;1040;0,4;B;4;7;2;1;2;3;5;1;0;;;;
4454;Гришукин И. В.;07.26.2021;0320-1060;DG66-0320-1060;DG;66;0320;1060;0,4;B;4;7;2;1;2;3;5;1;0;;;;
4455;Дундин А. А.;07.22.2021;0720-0740;DG06-0720-0740;DG;06;0720;0740;0,4;B;4;6;2;2;2;3;4;1;0;;;;
4456;Дундин А. А.;07.22.2021;0720-0720;DG06-0720-0720;DG;06;0720;0720;0,4;B;4;6;2;2;2;3;4;1;0;;;;
4457;Дундин А. А.;07.22.2021;0720-0700;DG06-0720-0700;DG;06;0720;0700;0,4;B;4;6;2;2;2;3;4;1;0;;;;
4458;Дундин А. А.;07.22.2021;0720-0680;DG06-0720-0680;DG;06;0720;0680;0,4;B;4;6;2;2;2;3;5;1;0;;;;
4459;Дундин А. А.;07.22.2021;0720-0660;DG06-0720-0660;DG;06;0720;0660;0,4;B;4;6;2;2;2;3;5;1;0;;;;
4460;Дундин А. А.;07.22.2021;0720-0640;DG06-0720-0640;DG;06;0720;0640;0,4;B;4;6;2;2;2;3;5;1;0;;;;
4461;Дундин А. А.;07.22.2021;0720-0620;DG06-0720-0620;DG;06;0720;0620;0,4;B;4;6;2;2;2;3;5;1;0;;;;
4462;Дундин А. А.;07.22.2021;0720-0600;DG06-0720-0600;DG;06;0720;0600;0,4;B;4;6;2;2;2;3;5;1;0;;;;
4463;Дундин А. А.;07.22.2021;0720-0580;DG06-0720-0580;DG;06;0720;0580;0,4;B;4;6;2;2;2;3;5;1;0;;;;
4464;Дундин А. А.;07.22.2021;0720-0560;DG06-0720-0560;DG;06;0720;0560;0,4;B;4;6;2;2;2;3;5;1;0;;;;
4465;Дундин А. А.;07.22.2021;0720-0540;DG06-0720-0540;DG;06;0720;0540;0,4;B;4;6;2;2;2;3;5;1;0;;;;
4466;Дундин А. А.;07.22.2021;0720-0520;DG66-0720-0520;DG;66;0720;0520;0,4;B;4;6;2;2;2;3;5;1;0;;;;
4467;Дундин А. А.;07.22.2021;0720-0500;DG66-0720-0500;DG;66;0720;0500;0,4;B;4;6;2;2;2;1;5;1;0;;;;
4468;Дундин А. А.;07.22.2021;0720-0480;DG66-0720-0480;DG;66;0720;0480;0,4;B;4;6;2;2;2;1;5;1;0;;;;
4469;Дундин А. А.;07.22.2021;0720-0460;DG66-0720-0460;DG;66;0720;0460;0,4;B;4;6;2;2;2;1;5;1;0;;;;
4470;Дундин А. А.;07.22.2021;0720-0440;DG66-0720-0440;DG;66;0720;0440;0,4;B;4;6;2;2;2;1;5;1;0;;;;
4471;Дундин А. А.;07.22.2021;0720-0420;DG06-0720-0420;DG;06;0720;0420;0,3;B;4;6;2;2;2;1;5;1;0;;;;
4472;Дундин А. А.;07.22.2021;0720-0400;DG06-0720-0400;DG;06;0720;0400;0,3;B;4;6;2;2;2;3;5;1;0;;;;
4473;Дундин А. А.;07.22.2021;0720-0380;DG06-0720-0380;DG;06;0720;0380;0,3;B;4;5;2;2;2;3;5;1;0;;;;
4474;Дундин А. А.;07.22.2021;0720-0360;DG06-0720-0360;DG;06;0720;0360;0,3;B;4;5;2;2;2;3;4;1;0;;;;
4475;Дундин А. А.;07.22.2021;0700-0340;DG06-0700-0340;DG;06;0700;0340;0,3;B;4;6;2;2;2;3;4;1;0;;;;
4476;Дундин А. А.;07.22.2021;0700-0360;DG06-0700-0360;DG;06;0700;0360;0,4;B;4;5;2;2;2;3;4;1;0;;;;
4477;Дундин А. А.;07.22.2021;0700-0380;DG06-0700-0380;DG;06;0700;0380;0,4;B;4;6;2;2;2;1;5;1;0;;;;
4478;Дундин А. А.;07.22.2021;0700-0400;DG06-0700-0400;DG;06;0700;0400;0,4;B;4;6;2;2;2;1;5;1;0;;;;
4479;Дундин А. А.;07.22.2021;0700-0420;DG66-0700-0420;DG;66;0700;0420;0,4;B;4;6;2;2;2;1;5;1;0;;;;
4480;Дундин А. А.;07.22.2021;0700-0440;DG66-0700-0440;DG;66;0700;0440;0,4;B;4;6;2;2;2;1;5;1;0;;;;
4481;Дундин А. А.;07.22.2021;0700-0460;DG66-0700-0460;DG;66;0700;0460;0,4;B;4;6;2;2;2;1;5;1;0;;;;
4482;Дундин А. А.;07.22.2021;0700-0480;DG66-0700-0480;DG;66;0700;0480;0,4;B;4;6;2;2;2;1;5;1;0;;;;
4483;Дундин А. А.;07.22.2021;0700-0500;DG66-0700-0500;DG;66;0700;0500;0,4;B;4;6;2;2;2;1;5;1;0;;;;
4484;Дундин А. А.;07.22.2021;0700-0520;DG66-0700-0520;DG;66;0700;0520;0,4;B;4;6;2;2;2;1;5;1;0;;;;
4485;Дундин А. А.;07.22.2021;0700-0540;DG66-0700-0540;DG;66;0700;0540;0,4;B;4;6;2;2;2;1;5;1;0;;;;
4486;Дундин А. А.;07.22.2021;0700-0560;DG66-0700-0560;DG;66;0700;0560;0,4;B;4;6;2;2;2;1;5;1;0;;;;
4487;Дундин А. А.;07.22.2021;0700-0580;DG06-0700-0580;DG;06;0700;0580;0,4;B;4;6;2;2;2;1;5;1;0;;;;
4488;Дундин А. А.;07.22.2021;0700-0600;DG06-0700-0600;DG;06;0700;0600;0,4;B;4;6;2;2;2;1;5;1;0;;;;
4489;Дундин А. А.;07.22.2021;0700-0620;DG06-0700-0620;DG;06;0700;0620;0,4;B;4;6;2;2;2;1;5;1;0;;;;
4490;Дундин А. А.;07.22.2021;0700-0640;DG06-0700-0640;DG;06;0700;0640;0,4;B;4;6;2;2;2;1;5;1;0;;;;
4491;Дундин А. А.;07.22.2021;0700-0660;DG06-0700-0660;DG;06;0700;0660;0,4;B;4;6;2;2;2;1;5;1;0;;;;
4492;Дундин А. А.;07.22.2021;0700-0680;DG06-0700-0680;DG;06;0700;0680;0,4;B;4;6;2;2;2;3;5;1;0;;;;
4493;Дундин А. А.;07.22.2021;0700-0700;DG06-0700-0700;DG;06;0700;0700;0,4;B;4;6;2;2;2;3;5;1;0;;;;
4494;Дундин А. А.;07.22.2021;0700-0720;DG06-0700-0720;DG;06;0700;0720;0,4;B;4;5;2;2;2;3;5;1;0;;;;
4495;Дундин А. А.;07.22.2021;0700-0740;DG06-0700-0740;DG;06;0700;0740;0,4;B;4;5;2;2;2;3;5;1;0;;;;
4496;Дундин А. А.;07.25.2021;0840-0920;DG06-0840-0920;DG;06;0840;0920;0,4;B;4;6;2;2;2;3;5;1;0;;;;
4497;Дундин А. А.;07.25.2021;0860-0920;DG06-0860-0920;DG;06;0860;0920;0,4;B;4;6;2;2;2;3;5;1;0;;;;
4498;Дундин А. А.;07.25.2021;0880-0920;DG06-0880-0920;DG;06;0880;0920;0,4;B;4;5;2;2;2;3;4;1;0;;;;
4499;Дундин А. А.;07.25.2021;0900-0920;DG06-0900-0920;DG;06;0900;0920;0,4;B;4;5;2;2;2;3;4;1;0;;;;
4500;Дундин А. А.;07.25.2021;0900-0920K;DG06-0900-0920K;DG;06;0900;0920;0,4;B;4;5;2;2;2;3;4;1;0;(+Контрольная);;;
4501;Дундин А. А.;07.25.2021;0920-0920;DG06-0920-0920;DG;06;0920;0920;0,4;B;4;5;2;2;2;3;4;1;0;;;;
4502;Дундин А. А.;07.25.2021;0940-0920;DG06-0940-0920;DG;06;0940;0920;0,4;B;4;5;2;2;2;3;4;1;0;;;;
4503;Дундин А. А.;07.25.2021;0940-0920K;DG06-0940-0920K;DG;06;0940;0920;0,4;B;4;5;2;2;2;3;4;1;0;(+Контрольная);;;
4504;Дундин А. А.;07.25.2021;0960-0920;DG06-0960-0920;DG;06;0960;0920;0,4;B;4;5;2;2;2;3;4;1;0;;;;
4505;Дундин А. А.;07.25.2021;0980-0920;DG06-0980-0920;DG;06;0980;0920;0,4;B;4;5;2;2;2;3;4;1;0;;;;
4506;Дундин А. А.;07.25.2021;0980-0920K;DG06-0980-0920K;DG;06;0980;0920;0,4;B;4;5;2;2;2;3;4;1;0;(+Контрольная);;;
4507;Дундин А. А.;07.25.2021;1000-0920;DG06-1000-0920;DG;06;1000;0920;0,4;B;4;5;2;2;2;3;4;1;0;;;;
4508;Дундин А. А.;07.25.2021;1020-0920;DG06-1020-0920;DG;06;1020;0920;0,4;B;4;5;2;2;2;3;4;1;0;;;;
4509;Дундин А. А.;07.25.2021;1040-0920;DG06-1040-0920;DG;06;1040;0920;0,4;B;4;5;2;2;2;3;4;1;0;;;;
4510;Дундин А. А.;07.25.2021;1040-0920K;DG06-1040-0920K;DG;06;1040;0920;0,4;B;4;5;2;2;2;3;4;1;0;(+Контрольная);;;
4511;Дундин А. А.;07.25.2021;1060-0920;DG06-1060-0920;DG;06;1060;0920;0,4;B;4;5;2;2;2;3;5;1;0;;;;
4512;Дундин А. А.;07.25.2021;1060-0920K;DG06-1060-0920K;DG;06;1060;0920;0,4;B;4;5;2;2;2;3;5;1;0;(+Контрольная);;;
4513;Дундин А. А.;07.25.2021;1080-0920;DG06-1080-0920;DG;06;1080;0920;0,4;B;4;6;2;2;2;3;5;1;0;;;;
4514;Дундин А. А.;07.25.2021;1100-0920;DG06-1100-0920;DG;06;1100;0920;0,4;B;4;6;2;2;2;3;5;1;0;;;;
4515;Дундин А. А.;07.25.2021;1120-0920;DG06-1120-0920;DG;06;1120;0920;0,4;B;4;6;2;2;2;3;5;1;0;;;;
4516;Дундин А. А.;07.25.2021;1140-0920;DG06-1140-0920;DG;06;1140;0920;0,4;B;4;6;2;2;2;3;5;1;0;;;;
4517;Дундин А. А.;07.25.2021;1160-0920;DG06-1160-0920;DG;06;1160;0920;0,4;B;4;6;2;2;2;3;5;1;0;;;;
4518;Дундин А. А.;07.25.2021;1180-0920;DG06-1180-0920;DG;06;1180;0920;0,4;B;4;6;2;2;2;3;5;1;0;;;;
4519;Дундин А. А.;07.25.2021;1200-0920;DG06-1200-0920;DG;06;1200;0920;0,4;B;4;6;2;2;2;3;5;1;0;;;;
4520;Дундин А. А.;07.25.2021;1220-0920;DG06-1220-0920;DG;06;1220;0920;0,4;B;4;6;2;2;2;1;5;1;0;;;;
4521;Дундин А. А.;07.25.2021;1240-0920;DG06-1240-0920;DG;06;1240;0920;0,4;B;4;6;2;2;2;1;5;1;0;;;;
4522;Дундин А. А.;07.25.2021;1240-0940;DG06-1240-0940;DG;06;1240;0940;0,4;B;4;6;2;2;2;1;5;1;0;;;;
4523;Дундин А. А.;07.25.2021;1220-0940;DG06-1220-0940;DG;06;1220;0940;0,4;B;4;6;2;2;2;1;5;1;0;;;;
