Код;Y;X;Z;Флаг;;;;;;;;;;;;;;
1620-0820;51.58341 ;118.24398;729 m;Flag, Green;;;;;;;;;;;;;;
1620-0840;51.58222 ;118.24735;744 m;Flag, Green;;;;;;;;;;;;;;
1620-0860;51.58143 ;118.24958;759 m;Flag, Red;;;;;;;;;;;;;;
1620-0880;51.58046 ;118.25133;768 m;Flag, Red;;;;;;;;;;;;;;
1620-0900;51.57953 ;118.25401;766 m;Flag, Red;;;;;;;;;;;;;;
1620-0920;51.57863 ;118.25597;763 m;Flag, Red;;;;;;;;;;;;;;
1620-0940;51.57779 ;118.25908;759 m;Flag, Red;;;;;;;;;;;;;;
1620-0960;51.57686 ;118.26141;752 m;Flag, Red;;;;;;;;;;;;;;
1620-0980;51.57603 ;118.26401;741 m;Flag, Red;;;;;;;;;;;;;;
1620-1000;51.57496 ;118.26644;734 m;Flag, Red;;;;;;;;;;;;;;
1620-1020;51.57407 ;118.26895;731 m;Flag, Red;;;;;;;;;;;;;;
1620-1040;51.57325 ;118.27160;723 m;Flag, Red;;;;;;;;;;;;;;
1620-1060;51.57207 ;118.27349;717 m;Flag, Red;;;;;;;;;;;;;;
1620-1080;51.57117 ;118.27625;716 m;Flag, Red;;;;;;;;;;;;;;
1620-1100;51.57044 ;118.27907;;Flag, Red;;;;;;;;;;;;;;
1620-1120;51.56891 ;118.28145;705 m;Flag, Red;;;;;;;;;;;;;;
1620-1140;51.56822 ;118.28338;706 m;Flag, Red;;;;;;;;;;;;;;
1620-1160;51.56712 ;118.28538;;Flag, Red;;;;;;;;;;;;;;
1620-1180;51.56614 ;118.28833;712 m;Flag, Red;;;;;;;;;;;;;;
1620-1200;51.56529 ;118.29036;;Flag, Red;;;;;;;;;;;;;;
1620-1220;51.56470 ;118.29326;712 m;Flag, Red;;;;;;;;;;;;;;
1620-1240;51.56324 ;118.29551;;Flag, Red;;;;;;;;;;;;;;
1620-1260;51.56265 ;118.29839;710 m;Flag, Red;;;;;;;;;;;;;;
1620-1280;51.56182 ;118.30074;;Flag, Red;;;;;;;;;;;;;;
1620-1300;51.56115 ;118.30358;699 m;Crossing;;;;;;;;;;;;;;
1620-1320;51.55996 ;118.30603;687 m;Crossing;;;;;;;;;;;;;;
1620-1340;51.55901 ;118.30731;678 m;Crossing;;;;;;;;;;;;;;
1640-0460;51.60162 ;118.20091;771 m;Flag, Red;;;;;;;;;;;;;;
1640-0480;51.60052 ;118.20360;777 m;Flag, Red;;;;;;;;;;;;;;
1640-0500;51.59967 ;118.20609;774 m;Flag, Red;;;;;;;;;;;;;;
1640-0520;51.59872 ;118.20844;757 m;Flag, Green;;;;;;;;;;;;;;
1640-0540;51.59758 ;118.21133;751 m;Flag, Green;;;;;;;;;;;;;;
1640-0560;51.59645 ;118.21408;746 m;Flag, Green;;;;;;;;;;;;;;
1640-0580;51.59605 ;118.21601;729 m;Flag, Green;;;;;;;;;;;;;;
1640-0600;51.59462 ;118.21834;727 m;Flag, Green;;;;;;;;;;;;;;
1640-0620;51.59382 ;118.22065;737 m;Flag, Green;;;;;;;;;;;;;;
1640-0640;51.59238 ;118.22325;734 m;Flag, Green;;;;;;;;;;;;;;
1640-0660;51.59170 ;118.22581;726 m;Flag, Green;;;;;;;;;;;;;;
1640-0680;51.59121 ;118.22788;725 m;Flag, Green;;;;;;;;;;;;;;
1640-0700;51.59030 ;118.23121;727 m;Flag, Green;;;;;;;;;;;;;;
1640-0720;51.58952 ;118.23355;725 m;Flag, Green;;;;;;;;;;;;;;
1640-0740;51.58840 ;118.23586;730 m;Flag, Green;;;;;;;;;;;;;;
1640-0760;51.58746 ;118.23839;731 m;Flag, Green;;;;;;;;;;;;;;
1640-0780;51.58659 ;118.24082;734 m;Flag, Green;;;;;;;;;;;;;;
1640-0800;51.58580 ;118.24322;740 m;Flag, Green;;;;;;;;;;;;;;
1640-0820;51.58489 ;118.24557;747 m;Flag, Green;;;;;;;;;;;;;;
1640-0840;51.58393 ;118.24806;761 m;Civil;;;;;;;;;;;;;;
1640-0860;51.58353 ;118.25105;792 m;Flag, Red;;;;;;;;;;;;;;
1640-0880;51.58192 ;118.25327;811 m;Civil;;;;;;;;;;;;;;
1640-0900;51.58118 ;118.25557;795 m;Flag, Red;;;;;;;;;;;;;;
1640-0920;51.58034 ;118.25797;772 m;Flag, Red;;;;;;;;;;;;;;
1640-0935;51.57924 ;118.26007;762 m;Flag, Red;;;;;;;;;;;;;;
1640-0940;51.57936 ;118.26056;;Flag, Red;;;;;;;;;;;;;;
1640-0960;51.57852 ;118.26303;747 m;Flag, Red;;;;;;;;;;;;;;
1640-0980;51.57749 ;118.26548;739 m;Flag, Red;;;;;;;;;;;;;;
1640-1000;51.57681 ;118.26937;731 m;Flag, Red;;;;;;;;;;;;;;
1640-1020;51.57583 ;118.27082;725 m;Flag, Red;;;;;;;;;;;;;;
1640-1040;51.57476 ;118.27286;725 m;Flag, Red;;;;;;;;;;;;;;
1640-1060;51.57388 ;118.27537;722 m;Flag, Red;;;;;;;;;;;;;;
1640-1080;51.57293 ;118.27785;716 m;Flag, Red;;;;;;;;;;;;;;
1640-1100;51.57196 ;118.28027;708 m;Flag, Red;;;;;;;;;;;;;;
1640-1120;51.57103 ;118.28282;;Flag, Red;;;;;;;;;;;;;;
1640-1140;51.57016 ;118.28528;699 m;Flag, Red;;;;;;;;;;;;;;
1640-1160;51.56926 ;118.28778;699 m;Flag, Red;;;;;;;;;;;;;;
1640-1180;51.56790 ;118.28931;700 m;Flag, Red;;;;;;;;;;;;;;
1640-1200;51.56722 ;118.29277;698 m;Flag, Red;;;;;;;;;;;;;;
1640-1220;51.56652 ;118.29494;700 m;Flag, Red;;;;;;;;;;;;;;
1640-1240;51.56562 ;118.29756;702 m;Flag, Red;;;;;;;;;;;;;;
1640-1260;51.56449 ;118.30000;699 m;Flag, Red;;;;;;;;;;;;;;
1640-1280;51.56366 ;118.30237;695 m;Flag, Red;;;;;;;;;;;;;;
1640-1300;51.56251 ;118.30496;692 m;Crossing;;;;;;;;;;;;;;
1640-1320;51.56206 ;118.30625;692 m;Crossing;;;;;;;;;;;;;;
1660-0460;51.60317 ;118.20229;765 m;Flag, Red;;;;;;;;;;;;;;
1660-0480;51.60186 ;118.20488;777 m;Flag, Red;;;;;;;;;;;;;;
1660-0500;51.60124 ;118.20780;770 m;Flag, Red;;;;;;;;;;;;;;
1660-0520;51.60035 ;118.21004;760 m;Flag, Green;;;;;;;;;;;;;;
1660-0540;51.59907 ;118.21235;755 m;Flag, Green;;;;;;;;;;;;;;
1660-0560;51.59854 ;118.21518;746 m;Flag, Green;;;;;;;;;;;;;;
1660-0580;51.59740 ;118.21772;745 m;Flag, Green;;;;;;;;;;;;;;
1660-0600;51.59658 ;118.22088;735 m;Crossing;;;;;;;;;;;;;;
1660-0620;51.59545 ;118.22235;734 m;Flag, Green;;;;;;;;;;;;;;
1660-0640;51.59446 ;118.22492;732 m;Crossing;;;;;;;;;;;;;;
1660-0660;51.59363 ;118.22706;727 m;Crossing;;;;;;;;;;;;;;
1660-0680;51.59293 ;118.23028;740 m;Flag, Green;;;;;;;;;;;;;;
1660-0680K;51.59293 ;118.23028;740 m;Waypoint;;;;;;;;;;;;;;Категория 2
1660-0700;51.59227 ;118.23301;737 m;Flag, Green;;;;;;;;;;;;;;
1660-0720;51.59123 ;118.23499;736 m;Flag, Green;;;;;;;;;;;;;;
1660-0740;51.59013 ;118.23729;741 m;Flag, Green;;;;;;;;;;;;;;
1660-0760;51.58953 ;118.23967;746 m;Flag, Green;;;;;;;;;;;;;;
1660-0780;51.58855 ;118.24277;756 m;Flag, Green;;;;;;;;;;;;;;
1660-0800;51.58762 ;118.24484;770 m;Civil;;;;;;;;;;;;;;
1660-0820;51.58640 ;118.24706;801 m;Flag, Red;;;;;;;;;;;;;;
1660-0840;51.58543 ;118.24929;810 m;Civil;;;;;;;;;;;;;;
1660-0860;51.58469 ;118.25236;835 m;Civil;;;;;;;;;;;;;;
1660-0880;51.58400 ;118.25447;858 m;Civil;;;;;;;;;;;;;;
1660-0900;51.58276 ;118.25711;801 m;Flag, Red;;;;;;;;;;;;;;
1660-0920;51.58197 ;118.25870;779 m;Flag, Red;;;;;;;;;;;;;;
1660-0940;51.58091 ;118.26206;757 m;Flag, Red;;;;;;;;;;;;;;
1660-0960;51.58003 ;118.26428;748 m;Flag, Red;;;;;;;;;;;;;;
1660-0980;51.57960 ;118.26738;745 m;Flag, Red;;;;;;;;;;;;;;
1660-1000;51.57814 ;118.26941;739 m;Flag, Red;;;;;;;;;;;;;;
1660-1020;51.57711 ;118.27186;739 m;Flag, Red;;;;;;;;;;;;;;
1660-1040;51.57629 ;118.27417;734 m;Flag, Red;;;;;;;;;;;;;;
1660-1060;51.57544 ;118.27683;731 m;Flag, Red;;;;;;;;;;;;;;
1660-1080;51.57439 ;118.27924;727 m;Flag, Red;;;;;;;;;;;;;;
1660-1100;51.57342 ;118.28168;718 m;Flag, Red;;;;;;;;;;;;;;
1660-1120;51.57243 ;118.28433;718 m;Flag, Red;;;;;;;;;;;;;;
1660-1140;51.57144 ;118.28659;714 m;Flag, Red;;;;;;;;;;;;;;
1660-1160;51.57072 ;118.28929;709 m;Flag, Red;;;;;;;;;;;;;;
1660-1180;51.56963 ;118.29144;696 m;Flag, Red;;;;;;;;;;;;;;
1660-1200;51.56886 ;118.29428;691 m;Crossing;;;;;;;;;;;;;;
1660-1220;51.56789 ;118.29668;693 m;Flag, Green;;;;;;;;;;;;;;
1660-1240;51.56690 ;118.29945;690 m;Flag, Green;;;;;;;;;;;;;;Категория 3
1660-1260;51.56588 ;118.30135;688 m;Flag, Green;;;;;;;;;;;;;;Категория 3
1660-1280;51.56506 ;118.30440;684 m;Crossing;;;;;;;;;;;;;;Категория 3
1660-1300;51.56424 ;118.30655;;Crossing;;;;;;;;;;;;;;Категория 3
1660-1320;51.56331 ;118.30902;;Circle with X;;;;;;;;;;;;;;Категория 3
1680-0460;51.60470 ;118.20376;766 m;Flag, Red;;;;;;;;;;;;;;
1680-0480;51.60378 ;118.20705;757 m;Flag, Red;;;;;;;;;;;;;;
1680-0500;51.60282 ;118.20926;755 m;Flag, Red;;;;;;;;;;;;;;
1680-0520;51.60179 ;118.21200;751 m;Flag, Green;;;;;;;;;;;;;;
1680-0540;51.60090 ;118.21408;748 m;Flag, Green;;;;;;;;;;;;;;
1680-0560;51.59998 ;118.21646;744 m;Flag, Green;;;;;;;;;;;;;;
1680-0580;51.59908 ;118.21892;739 m;Crossing;;;;;;;;;;;;;;
1680-0600;51.59825 ;118.22122;735 m;Crossing;;;;;;;;;;;;;;
1680-0620;51.59745 ;118.22388;736 m;Flag, Green;;;;;;;;;;;;;;
1680-0640;51.59633 ;118.22667;736 m;Flag, Green;;;;;;;;;;;;;;
1680-0660;51.59522 ;118.22931;732 m;Flag, Green;;;;;;;;;;;;;;
1680-0680;51.59446 ;118.23133;737 m;Flag, Green;;;;;;;;;;;;;;
1680-0700;51.59382 ;118.23337;739 m;Flag, Green;;;;;;;;;;;;;;
1680-0720;51.59298 ;118.23575;741 m;Flag, Green;;;;;;;;;;;;;;
1680-0740;51.59165 ;118.23885;743 m;Flag, Green;;;;;;;;;;;;;;
1680-0760;51.59068 ;118.24135;751 m;Flag, Green;;;;;;;;;;;;;;
1680-0780;51.58980 ;118.24379;774 m;Flag, Red;;;;;;;;;;;;;;
1680-0800;51.58893 ;118.24636;813 m;Flag, Red;;;;;;;;;;;;;;
1680-0820;51.58786 ;118.24884;848 m;Flag, Red;;;;;;;;;;;;;;
1680-0840;51.58722 ;118.25121;833 m;Flag, Red;;;;;;;;;;;;;;
1680-0860;51.58593 ;118.25371;821 m;Flag, Red;;;;;;;;;;;;;;
1680-0880;51.58515 ;118.25624;800 m;Flag, Red;;;;;;;;;;;;;;
1680-0900;51.58426 ;118.25864;784 m;Flag, Red;;;;;;;;;;;;;;
1680-0920;51.58340 ;118.26106;769 m;Flag, Red;;;;;;;;;;;;;;
1680-0940;51.58230 ;118.26365;758 m;Flag, Red;;;;;;;;;;;;;;
1680-0960;51.58146 ;118.26619;754 m;Flag, Red;;;;;;;;;;;;;;
1680-0980;51.58060 ;118.26833;755 m;Flag, Red;;;;;;;;;;;;;;
1680-1000;51.57960 ;118.27102;754 m;Flag, Red;;;;;;;;;;;;;;
1680-1020;51.57858 ;118.27352;749 m;Flag, Red;;;;;;;;;;;;;;
1680-1040;51.57774 ;118.27599;745 m;Flag, Red;;;;;;;;;;;;;;
1680-1060;51.57683 ;118.27844;738 m;Flag, Red;;;;;;;;;;;;;;
1680-1080;51.57582 ;118.28106;731 m;Flag, Red;;;;;;;;;;;;;;
1680-1100;51.57499 ;118.28346;727 m;Flag, Red;;;;;;;;;;;;;;
1680-1120;51.57406 ;118.28587;727 m;Flag, Red;;;;;;;;;;;;;;
1680-1140;51.57302 ;118.28865;722 m;Flag, Red;;;;;;;;;;;;;;
1680-1160;51.57225 ;118.29097;719 m;Flag, Red;;;;;;;;;;;;;;
1680-1180;51.57133 ;118.29324;712 m;Flag, Green;;;;;;;;;;;;;;
1680-1200;51.57048 ;118.29540;701 m;Flag, Green;;;;;;;;;;;;;;
1680-1220;51.56961 ;118.29801;691 m;Flag, Green;;;;;;;;;;;;;;
1680-1240;51.56852 ;118.30071;686 m;Flag, Green;;;;;;;;;;;;;;
1680-1260;51.56799 ;118.30266;687 m;Flag, Green;;;;;;;;;;;;;;
1680-1280;51.56669 ;118.30549;685 m;Flag, Green;;;;;;;;;;;;;;
1680-1300;51.56578 ;118.30804;;Crossing;;;;;;;;;;;;;;
1680-1320;51.56485 ;118.31051;;Crossing;;;;;;;;;;;;;;
1700-0460;51.60560 ;118.20494;;Flag, Red;;;;;;;;;;;;;;
1700-0480;51.60485 ;118.20804;759 m;Flag, Red;;;;;;;;;;;;;;
1700-0480К;51.60485 ;118.20804;759 m;Waypoint;;;;;;;;;;;;;;Категория 2
1700-0500;51.60431 ;118.20993;749 m;Flag, Green;;;;;;;;;;;;;;
1700-0520;51.60393 ;118.21223;746 m;Flag, Green;;;;;;;;;;;;;;
1700-0540;51.60213 ;118.21509;741 m;Flag, Green;;;;;;;;;;;;;;
1700-0560;51.60157 ;118.21913;737 m;Flag, Green;;;;;;;;;;;;;;
1700-0580;51.60008 ;118.22087;737 m;Flag, Green;;;;;;;;;;;;;;
1700-0600;51.59912 ;118.22270;740 m;Flag, Green;;;;;;;;;;;;;;
1700-0620;51.59881 ;118.22560;752 m;Flag, Green;;;;;;;;;;;;;;
1700-0640;51.59787 ;118.22790;745 m;Flag, Green;;;;;;;;;;;;;;
1700-0660;51.59650 ;118.23143;744 m;Crossing;;;;;;;;;;;;;;
1700-0680;51.59600 ;118.23296;752 m;Flag, Green;;;;;;;;;;;;;;
1700-0700;51.59509 ;118.23533;753 m;Flag, Green;;;;;;;;;;;;;;
1700-0720;51.59420 ;118.23761;747 m;Flag, Green;;;;;;;;;;;;;;
1700-0740;51.59280 ;118.24104;758 m;Flag, Red;;;;;;;;;;;;;;
1700-0740К;51.59280 ;118.24104;758 m;Waypoint;;;;;;;;;;;;;;Категория 2
1700-0760;51.59243 ;118.24331;776 m;Flag, Red;;;;;;;;;;;;;;
1700-0780;51.59198 ;118.24524;817 m;Flag, Red;;;;;;;;;;;;;;
1700-0800;51.59056 ;118.24850;879 m;Flag, Red;;;;;;;;;;;;;;
1700-0820;51.58974 ;118.25010;854 m;Flag, Red;;;;;;;;;;;;;;
1700-0840;51.58868 ;118.25285;813 m;Flag, Red;;;;;;;;;;;;;;
1700-0860;51.58775 ;118.25517;805 m;Flag, Red;;;;;;;;;;;;;;
1700-0880;51.58689 ;118.25788;782 m;Flag, Red;;;;;;;;;;;;;;
1700-0900;51.58617 ;118.26027;769 m;Flag, Red;;;;;;;;;;;;;;
1700-0920;51.58496 ;118.26293;759 m;Flag, Red;;;;;;;;;;;;;;
1700-0940;51.58392 ;118.26498;758 m;Flag, Red;;;;;;;;;;;;;;
1700-0960;51.58282 ;118.26749;763 m;Flag, Red;;;;;;;;;;;;;;
1700-0980;51.58200 ;118.27003;770 m;Flag, Red;;;;;;;;;;;;;;
1700-1000;51.58107 ;118.27295;768 m;Flag, Red;;;;;;;;;;;;;;
1700-1020;51.58031 ;118.27487;772 m;Flag, Red;;;;;;;;;;;;;;
1700-1040;51.57937 ;118.27759;767 m;Flag, Red;;;;;;;;;;;;;;
1700-1060;51.57842 ;118.28001;757 m;Flag, Red;;;;;;;;;;;;;;
1700-1080;51.57746 ;118.28232;750 m;Flag, Red;;;;;;;;;;;;;;
1700-1100;51.57665 ;118.28507;740 m;Flag, Red;;;;;;;;;;;;;;
1700-1120;51.57570 ;118.28737;731 m;Flag, Red;;;;;;;;;;;;;;
1700-1140;51.57474 ;118.28974;722 m;Flag, Red;;;;;;;;;;;;;;
1700-1160;51.57382 ;118.29228;716 m;Flag, Green;;;;;;;;;;;;;;
1700-1180;51.57280 ;118.29467;707 m;Flag, Green;;;;;;;;;;;;;;
1700-1200;51.57193 ;118.29718;698 m;Flag, Green;;;;;;;;;;;;;;
1700-1220;51.57107 ;118.30001;690 m;Flag, Green;;;;;;;;;;;;;;
1700-1240;51.57024 ;118.30206;688 m;Flag, Green;;;;;;;;;;;;;;
1700-1260;51.56925 ;118.30454;683 m;Flag, Green;;;;;;;;;;;;;;
1700-1280;51.56856 ;118.30740;678 m;Crossing;;;;;;;;;;;;;;
1700-1300;51.56771 ;118.30900;688 m;Crossing;;;;;;;;;;;;;;
1700-1320;51.56639 ;118.31199;;Circle with X;;;;;;;;;;;;;;Категория 3
1720-0460;51.60732 ;118.20768;782 m;Flag, Red;;;;;;;;;;;;;;
1720-0480;51.60697 ;118.20952;763 m;Flag, Green;;;;;;;;;;;;;;
1720-0500;51.60595 ;118.21207;751 m;Flag, Green;;;;;;;;;;;;;;
1720-0520;51.60484 ;118.21439;745 m;Crossing;;;;;;;;;;;;;;
1720-0540;51.60425 ;118.21820;743 m;Flag, Green;;;;;;;;;;;;;;
1720-0560;51.60312 ;118.22012;767 m;Flag, Green;;;;;;;;;;;;;;
1720-0580;51.60220 ;118.22133;800 m;Flag, Red;;;;;;;;;;;;;;
1720-0600;51.60144 ;118.22448;830 m;Flag, Red;;;;;;;;;;;;;;
1720-0620;51.60029 ;118.22691;794 m;Flag, Red;;;;;;;;;;;;;;
1720-0640;51.59918 ;118.23017;747 m;Flag, Green;;;;;;;;;;;;;;
1720-0660;51.59797 ;118.23331;742 m;Crossing;;;;;;;;;;;;;;
1720-0680;51.59752 ;118.23449;745 m;Flag, Green;;;;;;;;;;;;;;
1720-0700;51.59654 ;118.23686;751 m;Flag, Green;;;;;;;;;;;;;;
1720-0720;51.59555 ;118.23931;755 m;Flag, Green;;;;;;;;;;;;;;
1720-0740;51.59463 ;118.24177;768 m;Flag, Red;;;;;;;;;;;;;;
1720-0760;51.59372 ;118.24457;790 m;Flag, Red;;;;;;;;;;;;;;
1720-0780;51.59328 ;118.24689;838 m;Flag, Red;;;;;;;;;;;;;;
1720-0800;51.59202 ;118.24947;860 m;Flag, Red;;;;;;;;;;;;;;
1720-0820;51.59109 ;118.25182;835 m;Flag, Red;;;;;;;;;;;;;;
1720-0840;51.59001 ;118.25428;811 m;Flag, Red;;;;;;;;;;;;;;
1720-0860;51.58912 ;118.25629;;Flag, Red;;;;;;;;;;;;;;
1720-0880;51.58785 ;118.25810;792 m;Flag, Red;;;;;;;;;;;;;;
1720-0900;51.58733 ;118.26147;788 m;Flag, Red;;;;;;;;;;;;;;
1720-0920;51.58651 ;118.26401;777 m;Flag, Red;;;;;;;;;;;;;;
1720-0940;51.58538 ;118.26642;784 m;Flag, Red;;;;;;;;;;;;;;
1720-0960;51.58460 ;118.26901;783 m;Flag, Red;;;;;;;;;;;;;;
1720-0980;51.58363 ;118.27142;783 m;Flag, Red;;;;;;;;;;;;;;
1720-1000;51.58273 ;118.27388;781 m;Flag, Red;;;;;;;;;;;;;;
1720-1020;51.58186 ;118.27650;788 m;Flag, Red;;;;;;;;;;;;;;
1720-1040;51.58096 ;118.27881;799 m;Flag, Red;;;;;;;;;;;;;;
1720-1060;51.57996 ;118.28133;764 m;Flag, Red;;;;;;;;;;;;;;
1720-1080;51.57907 ;118.28371;750 m;Flag, Red;;;;;;;;;;;;;;
1720-1100;51.57815 ;118.28626;741 m;Flag, Red;;;;;;;;;;;;;;
1720-1120;51.57742 ;118.28851;733 m;Flag, Red;;;;;;;;;;;;;;
1720-1140;51.57631 ;118.29121;725 m;Flag, Red;;;;;;;;;;;;;;
1720-1160;51.57541 ;118.29383;713 m;Flag, Red;;;;;;;;;;;;;;
1720-1180;51.57450 ;118.29612;709 m;Flag, Red;;;;;;;;;;;;;;
1720-1200;51.57353 ;118.29867;707 m;Flag, Red;;;;;;;;;;;;;;
1720-1220;51.57260 ;118.30117;703 m;Flag, Red;;;;;;;;;;;;;;
1720-1240;51.57164 ;118.30356;698 m;Flag, Green;;;;;;;;;;;;;;
1720-1260;51.57074 ;118.30605;692 m;Flag, Green;;;;;;;;;;;;;;
1720-1280;51.56983 ;118.30840;690 m;Flag, Green;;;;;;;;;;;;;;
1720-1300;51.56886 ;118.31071;683 m;Crossing;;;;;;;;;;;;;;
1720-1320;51.56793 ;118.31348;;Circle with X;;;;;;;;;;;;;;Категория 3
1740-0460;51.60915 ;118.20874;768 m;Flag, Green;;;;;;;;;;;;;;
1740-0480;51.60854 ;118.20998;754 m;Flag, Green;;;;;;;;;;;;;;
1740-0500;51.60764 ;118.21561;742 m;Crossing;;;;;;;;;;;;;;
1740-0520;51.60613 ;118.21709;741 m;Flag, Green;;;;;;;;;;;;;;
1740-0540;51.60542 ;118.21863;752 m;Flag, Red;;;;;;;;;;;;;;
1740-0560;51.60462 ;118.22099;780 m;Flag, Red;;;;;;;;;;;;;;
1740-0580;51.60374 ;118.22340;822 m;Flag, Red;;;;;;;;;;;;;;
1740-0600;51.60280 ;118.22601;;Flag, Red;;;;;;;;;;;;;;
1740-0620;51.60192 ;118.22857;777 m;Flag, Red;;;;;;;;;;;;;;
1740-0640;51.60088 ;118.23086;761 m;Flag, Green;;;;;;;;;;;;;;
1740-0660;51.60026 ;118.23271;750 m;Flag, Green;;;;;;;;;;;;;;
1740-0680;51.59906 ;118.23579;752 m;Flag, Green;;;;;;;;;;;;;;
1740-0700;51.59810 ;118.23839;759 m;Flag, Red;;;;;;;;;;;;;;
1740-0720;51.59724 ;118.24092;767 m;Flag, Red;;;;;;;;;;;;;;
1740-0740;51.59626 ;118.24317;772 m;Flag, Red;;;;;;;;;;;;;;
1740-0760;51.59543 ;118.24552;810 m;Flag, Red;;;;;;;;;;;;;;
1740-0780;51.59442 ;118.24844;864 m;Flag, Red;;;;;;;;;;;;;;
1740-0800;51.59347 ;118.25073;859 m;Flag, Red;;;;;;;;;;;;;;
1740-0820;51.59254 ;118.25308;842 m;Flag, Red;;;;;;;;;;;;;;
1740-0840;51.59177 ;118.25562;837 m;Flag, Red;;;;;;;;;;;;;;
1740-0860;51.59049 ;118.25700;826 m;Flag, Red;;;;;;;;;;;;;;
1740-0880;51.58980 ;118.26061;852 m;Civil;;;;;;;;;;;;;;
1740-0900;51.58901 ;118.26310;809 m;Flag, Red;;;;;;;;;;;;;;
1740-0920;51.58798 ;118.26553;801 m;Flag, Red;;;;;;;;;;;;;;
1740-0940;51.58719 ;118.26772;795 m;Flag, Red;;;;;;;;;;;;;;
1740-0960;51.58593 ;118.27036;776 m;Flag, Red;;;;;;;;;;;;;;
1740-0980;51.58533 ;118.27299;783 m;Flag, Red;;;;;;;;;;;;;;
1740-1000;51.58419 ;118.27530;783 m;Flag, Red;;;;;;;;;;;;;;
1740-1020;51.58336 ;118.27787;780 m;Flag, Red;;;;;;;;;;;;;;
1740-1040;51.58245 ;118.28045;795 m;Flag, Red;;;;;;;;;;;;;;
1740-1060;51.58158 ;118.28286;778 m;Flag, Red;;;;;;;;;;;;;;
1740-1080;51.58039 ;118.28511;758 m;Flag, Red;;;;;;;;;;;;;;
1740-1100;51.57969 ;118.28777;751 m;Flag, Red;;;;;;;;;;;;;;
1740-1120;51.57874 ;118.29025;743 m;Flag, Red;;;;;;;;;;;;;;
1740-1140;51.57783 ;118.29272;735 m;Flag, Red;;;;;;;;;;;;;;
1740-1160;51.57690 ;118.29522;723 m;Flag, Red;;;;;;;;;;;;;;
1740-1180;51.57594 ;118.29764;720 m;Flag, Green;;;;;;;;;;;;;;
1740-1200;51.57506 ;118.30009;709 m;Flag, Green;;;;;;;;;;;;;;
1740-1220;51.57411 ;118.30261;706 m;Flag, Green;;;;;;;;;;;;;;
1740-1240;51.57319 ;118.30508;702 m;Flag, Green;;;;;;;;;;;;;;
1740-1260;51.57228 ;118.30754;697 m;Flag, Green;;;;;;;;;;;;;;
1740-1280;51.57132 ;118.31008;695 m;Flag, Green;;;;;;;;;;;;;;
1740-1300;51.57040 ;118.31250;;Circle with X;;;;;;;;;;;;;;Категория 3
1740-1320;51.56947 ;118.31497;;Circle with X;;;;;;;;;;;;;;Категория 3
1760-0460;51.61081 ;118.21001;753 m;Crossing;;;;;;;;;;;;;;
1760-0480;51.60987 ;118.21221;747 m;Flag, Green;;;;;;;;;;;;;;
1760-0500;51.60907 ;118.21523;742 m;Crossing;;;;;;;;;;;;;;
1760-0520;51.60792 ;118.21769;750 m;Flag, Red;;;;;;;;;;;;;;
1760-0540;51.60707 ;118.22003;785 m;Flag, Red;;;;;;;;;;;;;;
1760-0560;51.60613 ;118.22285;809 m;Flag, Red;;;;;;;;;;;;;;
1760-0580;51.60528 ;118.22504;796 m;Flag, Red;;;;;;;;;;;;;;
1760-0600;51.60443 ;118.22748;784 m;Flag, Red;;;;;;;;;;;;;;
1760-0620;51.60341 ;118.23026;768 m;Flag, Red;;;;;;;;;;;;;;
1760-0640;51.60221 ;118.23226;757 m;Flag, Red;;;;;;;;;;;;;;
1760-0660;51.60159 ;118.23410;745 m;Flag, Red;;;;;;;;;;;;;;
1760-0680;51.60074 ;118.23726;753 m;Flag, Red;;;;;;;;;;;;;;
1760-0700;51.59986 ;118.23951;765 m;Flag, Red;;;;;;;;;;;;;;
1760-0720;51.59890 ;118.24243;772 m;Flag, Red;;;;;;;;;;;;;;
1760-0740;51.59796 ;118.24451;789 m;Flag, Red;;;;;;;;;;;;;;
1760-0760;51.59701 ;118.24723;822 m;Flag, Red;;;;;;;;;;;;;;
1760-0780;51.59587 ;118.24958;872 m;Flag, Red;;;;;;;;;;;;;;
1760-0800;51.59510 ;118.25238;884 m;Flag, Red;;;;;;;;;;;;;;
1760-0820;51.59426 ;118.25476;874 m;Flag, Red;;;;;;;;;;;;;;
1760-0840;51.59329 ;118.25740;873 m;Flag, Red;;;;;;;;;;;;;;
1760-0860;51.59222 ;118.25986;876 m;Flag, Red;;;;;;;;;;;;;;
1760-0880;51.59119 ;118.26184;833 m;Flag, Red;;;;;;;;;;;;;;
1760-0900;51.59051 ;118.26446;826 m;Flag, Red;;;;;;;;;;;;;;
1760-0920;51.58959 ;118.26681;811 m;Flag, Red;;;;;;;;;;;;;;
1760-0940;51.58859 ;118.26889;790 m;Flag, Red;;;;;;;;;;;;;;
1760-0960;51.58760 ;118.27176;778 m;Flag, Red;;;;;;;;;;;;;;
1760-0980;51.58667 ;118.27466;770 m;Flag, Red;;;;;;;;;;;;;;
1760-1000;51.58574 ;118.27665;766 m;Flag, Red;;;;;;;;;;;;;;
1760-1020;51.58477 ;118.27935;764 m;Flag, Red;;;;;;;;;;;;;;
1760-1040;51.58393 ;118.28181;763 m;Flag, Red;;;;;;;;;;;;;;
1760-1060;51.58290 ;118.28427;765 m;Flag, Red;;;;;;;;;;;;;;
